"OrderTrackingID","SalesOrderID","TrackingEventID","EventDateTime"
51275,68838,2,"2014-03-23 05:00:00.000000"
51329,74466,2,"2014-06-09 05:00:00.000000"
51372,62244,2,"2013-12-16 05:00:00.000000"
51376,53424,2,"2013-07-30 05:00:00.000000"
51385,60585,2,"2013-11-21 05:00:00.000000"
51387,44898,2,"2011-11-12 05:00:00.000000"
51390,57687,2,"2013-10-08 05:00:00.000000"
51393,73857,2,"2014-05-26 05:00:00.000000"
51422,51849,2,"2013-06-30 04:00:00.000000"
51455,44352,2,"2011-09-07 05:00:00.000000"
51496,68796,2,"2014-03-22 05:00:00.000000"
51514,70098,2,"2014-04-07 05:00:00.000000"
51534,56448,2,"2013-09-19 05:00:00.000000"
51572,55314,2,"2013-08-30 04:00:00.000000"
51584,48237,2,"2012-10-24 05:00:00.000000"
51591,57036,2,"2013-09-30 04:00:00.000000"
51626,48972,2,"2012-12-21 05:00:00.000000"
51627,52374,2,"2013-07-10 05:00:00.000000"
51629,48741,2,"2012-11-30 04:00:00.000000"
51733,51261,2,"2013-06-03 05:00:00.000000"
51750,48279,2,"2012-10-29 05:00:00.000000"
51754,70308,2,"2014-04-09 05:00:00.000000"
51774,44121,2,"2011-08-01 04:00:00.000000"
51782,68313,2,"2014-03-15 05:00:00.000000"
51788,70770,2,"2014-04-16 05:00:00.000000"
51850,56679,2,"2013-09-23 05:00:00.000000"
51878,47250,2,"2012-07-20 05:00:00.000000"
51937,66465,2,"2014-02-16 05:00:00.000000"
51987,74739,2,"2014-06-18 05:00:00.000000"
51988,66297,2,"2014-02-13 05:00:00.000000"
52012,59703,2,"2013-11-07 05:00:00.000000"
52060,56616,2,"2013-09-22 05:00:00.000000"
52108,52605,2,"2013-07-14 05:00:00.000000"
52118,63756,2,"2014-01-06 05:00:00.000000"
52143,66402,2,"2014-02-15 05:00:00.000000"
52149,46977,2,"2012-06-30 04:00:00.000000"
52163,67203,2,"2014-02-28 04:00:00.000000"
52167,43890,2,"2011-07-01 04:00:00.000000"
52170,60417,2,"2013-11-18 05:00:00.000000"
52184,56343,2,"2013-09-17 05:00:00.000000"
52203,43953,2,"2011-07-08 05:00:00.000000"
52213,65604,2,"2014-02-02 05:00:00.000000"
52233,56511,2,"2013-09-20 05:00:00.000000"
52253,49182,2,"2013-01-01 05:00:00.000000"
52259,60354,2,"2013-11-17 05:00:00.000000"
52315,48174,2,"2012-10-14 05:00:00.000000"
52391,58695,2,"2013-10-26 05:00:00.000000"
52458,71946,2,"2014-05-01 04:00:00.000000"
52466,57456,2,"2013-10-04 05:00:00.000000"
52483,51702,2,"2013-06-30 04:00:00.000000"
52505,68082,2,"2014-03-11 05:00:00.000000"
52512,70665,2,"2014-04-14 05:00:00.000000"
52530,45045,2,"2011-12-01 04:00:00.000000"
52543,71316,2,"2014-04-24 05:00:00.000000"
52579,45696,2,"2012-02-15 05:00:00.000000"
52584,58485,2,"2013-10-23 05:00:00.000000"
52588,67410,2,"2014-03-01 05:00:00.000000"
52593,66738,2,"2014-02-20 05:00:00.000000"
52600,63483,2,"2014-01-02 05:00:00.000000"
52639,60627,2,"2013-11-21 05:00:00.000000"
52647,47985,2,"2012-09-30 04:00:00.000000"
52673,64722,2,"2014-01-21 05:00:00.000000"
52681,55230,2,"2013-08-29 05:00:00.000000"
52704,57813,2,"2013-10-11 05:00:00.000000"
52733,54663,2,"2013-08-19 05:00:00.000000"
52754,67305,2,"2014-03-01 04:00:00.000000"
52773,55167,2,"2013-08-28 05:00:00.000000"
52803,45570,2,"2012-01-29 04:00:00.000000"
52846,74403,2,"2014-06-07 05:00:00.000000"
52867,72219,2,"2014-05-05 05:00:00.000000"
52884,74760,2,"2014-06-19 05:00:00.000000"
52887,65331,2,"2014-01-29 05:00:00.000000"
52889,52458,2,"2013-07-11 05:00:00.000000"
52904,54558,2,"2013-08-17 05:00:00.000000"
52915,64764,2,"2014-01-22 05:00:00.000000"
52941,66675,2,"2014-02-19 05:00:00.000000"
52959,71106,2,"2014-04-21 05:00:00.000000"
52962,54222,2,"2013-08-11 05:00:00.000000"
52967,66969,2,"2014-02-24 05:00:00.000000"
53000,68649,2,"2014-03-20 05:00:00.000000"
53023,61677,2,"2013-12-07 05:00:00.000000"
53049,60732,2,"2013-11-23 05:00:00.000000"
53104,74340,2,"2014-06-06 05:00:00.000000"
53122,61341,2,"2013-12-01 05:00:00.000000"
53147,58842,2,"2013-10-29 05:00:00.000000"
53151,52248,2,"2013-07-07 05:00:00.000000"
53182,68586,2,"2014-03-19 05:00:00.000000"
53195,74109,2,"2014-05-30 05:00:00.000000"
53207,73437,2,"2014-05-21 05:00:00.000000"
53217,43692,2,"2011-05-31 04:00:00.000000"
53224,72282,2,"2014-05-06 05:00:00.000000"
53253,47838,2,"2012-09-14 05:00:00.000000"
53257,45213,2,"2011-12-22 05:00:00.000000"
53279,60501,2,"2013-11-19 05:00:00.000000"
53286,54957,2,"2013-08-24 05:00:00.000000"
53314,58716,2,"2013-10-27 05:00:00.000000"
53397,64995,2,"2014-01-26 05:00:00.000000"
53406,70140,2,"2014-04-07 05:00:00.000000"
53413,53928,2,"2013-08-06 05:00:00.000000"
53421,49875,2,"2013-02-28 04:00:00.000000"
53441,54264,2,"2013-08-12 05:00:00.000000"
53445,64890,2,"2014-01-24 05:00:00.000000"
53452,49036,2,"2012-12-30 05:00:00.000000"
53472,72723,2,"2014-05-11 05:00:00.000000"
53476,52185,2,"2013-07-06 05:00:00.000000"
53489,67578,2,"2014-03-04 05:00:00.000000"
53541,53886,2,"2013-08-05 05:00:00.000000"
53548,74172,2,"2014-05-31 05:00:00.000000"
53553,44457,2,"2011-09-27 05:00:00.000000"
53561,57939,2,"2013-10-13 05:00:00.000000"
53581,54894,2,"2013-08-23 05:00:00.000000"
53602,58380,2,"2013-10-21 05:00:00.000000"
53610,71988,2,"2014-05-01 05:00:00.000000"
53628,65163,2,"2014-01-29 04:00:00.000000"
53638,74571,2,"2014-06-13 05:00:00.000000"
53644,48594,2,"2012-11-16 05:00:00.000000"
53668,57204,2,"2013-09-30 05:00:00.000000"
53678,59661,2,"2013-11-07 05:00:00.000000"
53679,58149,2,"2013-10-17 05:00:00.000000"
53699,54159,2,"2013-08-10 05:00:00.000000"
53747,63882,2,"2014-01-09 05:00:00.000000"
53771,66797,2,"2014-02-21 05:00:00.000000"
53784,56217,2,"2013-09-14 05:00:00.000000"
53799,69489,2,"2014-03-31 04:00:00.000000"
53823,59976,2,"2013-11-11 05:00:00.000000"
53844,55419,2,"2013-08-31 05:00:00.000000"
53873,67872,2,"2014-03-08 05:00:00.000000"
53886,71400,2,"2014-04-25 05:00:00.000000"
53902,71694,2,"2014-04-30 05:00:00.000000"
53916,74487,2,"2014-06-10 05:00:00.000000"
53918,63252,2,"2013-12-31 04:00:00.000000"
53944,74844,2,"2014-06-22 05:00:00.000000"
53983,55650,2,"2013-09-04 05:00:00.000000"
54013,46830,2,"2012-06-17 05:00:00.000000"
54024,70560,2,"2014-04-13 05:00:00.000000"
54054,49455,2,"2013-01-28 04:00:00.000000"
54067,65919,2,"2014-02-07 05:00:00.000000"
54068,64470,2,"2014-01-18 05:00:00.000000"
54101,59409,2,"2013-11-04 05:00:00.000000"
54129,56154,2,"2013-09-13 05:00:00.000000"
54147,56322,2,"2013-09-16 05:00:00.000000"
54151,62727,2,"2013-12-24 05:00:00.000000"
54160,53067,2,"2013-07-23 05:00:00.000000"
54201,67998,2,"2014-03-10 05:00:00.000000"
54207,65310,2,"2014-01-29 04:00:00.000000"
54210,66318,2,"2014-02-14 05:00:00.000000"
54269,60207,2,"2013-11-15 05:00:00.000000"
54304,69888,2,"2014-04-04 05:00:00.000000"
54325,48573,2,"2012-11-14 05:00:00.000000"
54332,56091,2,"2013-09-12 05:00:00.000000"
54397,75117,2,"2014-06-30 05:00:00.000000"
54428,70623,2,"2014-04-14 05:00:00.000000"
54433,55545,2,"2013-09-02 05:00:00.000000"
54443,48300,2,"2012-10-30 04:00:00.000000"
54457,44331,2,"2011-09-03 05:00:00.000000"
54479,55818,2,"2013-09-07 05:00:00.000000"
54488,51870,2,"2013-06-30 04:00:00.000000"
54490,67935,2,"2014-03-09 05:00:00.000000"
54497,52899,2,"2013-07-20 05:00:00.000000"
54501,65205,2,"2014-01-29 04:00:00.000000"
54549,52731,2,"2013-07-17 05:00:00.000000"
54588,48825,2,"2012-12-03 05:00:00.000000"
54610,53172,2,"2013-07-25 05:00:00.000000"
54641,65856,2,"2014-02-06 05:00:00.000000"
54665,59304,2,"2013-11-02 05:00:00.000000"
54705,52941,2,"2013-07-21 05:00:00.000000"
54707,69846,2,"2014-04-03 05:00:00.000000"
54717,43974,2,"2011-07-12 05:00:00.000000"
54727,43689,2,"2011-05-31 04:00:00.000000"
54739,58274,2,"2013-10-19 05:00:00.000000"
54754,71631,2,"2014-04-29 05:00:00.000000"
54779,62559,2,"2013-12-21 05:00:00.000000"
54783,69111,2,"2014-03-27 05:00:00.000000"
54803,71526,2,"2014-04-27 05:00:00.000000"
54807,45255,2,"2011-12-30 05:00:00.000000"
54809,67830,2,"2014-03-07 05:00:00.000000"
54856,69069,2,"2014-03-26 05:00:00.000000"
54880,68229,2,"2014-03-14 05:00:00.000000"
54932,64176,2,"2014-01-13 05:00:00.000000"
54975,62454,2,"2013-12-19 05:00:00.000000"
54981,48027,2,"2012-09-30 04:00:00.000000"
55011,55923,2,"2013-09-09 05:00:00.000000"
55027,67347,2,"2014-03-01 04:00:00.000000"
55054,65982,2,"2014-02-08 05:00:00.000000"
55059,58135,2,"2013-10-17 05:00:00.000000"
55071,70413,2,"2014-04-11 05:00:00.000000"
55084,59157,2,"2013-10-31 05:00:00.000000"
55092,59829,2,"2013-11-09 05:00:00.000000"
55105,69426,2,"2014-03-31 04:00:00.000000"
55109,53613,2,"2013-07-31 04:00:00.000000"
55120,67368,2,"2014-03-01 05:00:00.000000"
55135,45087,2,"2011-12-03 05:00:00.000000"
55172,45171,2,"2011-12-16 05:00:00.000000"
55182,57015,2,"2013-09-30 04:00:00.000000"
55193,66528,2,"2014-02-17 05:00:00.000000"
55229,73038,2,"2014-05-16 05:00:00.000000"
55231,64680,2,"2014-01-21 05:00:00.000000"
55238,58989,2,"2013-10-30 04:00:00.000000"
55250,66822,2,"2014-02-21 05:00:00.000000"
55275,53025,2,"2013-07-23 05:00:00.000000"
55318,68901,2,"2014-03-24 05:00:00.000000"
55330,53193,2,"2013-07-26 05:00:00.000000"
55334,56165,2,"2013-09-13 05:00:00.000000"
55376,56742,2,"2013-09-24 05:00:00.000000"
55377,74424,2,"2014-06-08 05:00:00.000000"
55447,53529,2,"2013-07-31 04:00:00.000000"
55483,74277,2,"2014-06-04 05:00:00.000000"
55485,45948,2,"2012-03-20 05:00:00.000000"
55488,45927,2,"2012-03-17 05:00:00.000000"
55490,65478,2,"2014-01-31 05:00:00.000000"
55492,53361,2,"2013-07-29 05:00:00.000000"
55522,67326,2,"2014-03-01 04:00:00.000000"
55525,68857,2,"2014-03-23 05:00:00.000000"
55595,53298,2,"2013-07-28 05:00:00.000000"
55603,46662,2,"2012-05-30 04:00:00.000000"
55612,44226,2,"2011-08-21 05:00:00.000000"
55615,51603,2,"2013-06-24 05:00:00.000000"
55639,61845,2,"2013-12-09 05:00:00.000000"
55654,47040,2,"2012-06-30 04:00:00.000000"
55657,71736,2,"2014-04-30 05:00:00.000000"
55658,61950,2,"2013-12-11 05:00:00.000000"
55686,69279,2,"2014-03-29 05:00:00.000000"
55691,73605,2,"2014-05-23 05:00:00.000000"
55697,48951,2,"2012-12-19 05:00:00.000000"
55715,69678,2,"2014-04-01 05:00:00.000000"
55747,61005,2,"2013-11-27 05:00:00.000000"
55810,55860,2,"2013-09-07 05:00:00.000000"
55870,47124,2,"2012-07-06 05:00:00.000000"
55922,68376,2,"2014-03-16 05:00:00.000000"
55927,51576,2,"2013-06-23 05:00:00.000000"
55934,47082,2,"2012-07-01 05:00:00.000000"
55962,54474,2,"2013-08-15 05:00:00.000000"
55964,71022,2,"2014-04-19 05:00:00.000000"
55984,64029,2,"2014-01-11 05:00:00.000000"
56013,66113,2,"2014-02-10 05:00:00.000000"
56014,58758,2,"2013-10-27 05:00:00.000000"
56023,69741,2,"2014-04-02 05:00:00.000000"
56057,48867,2,"2012-12-09 05:00:00.000000"
56060,69216,2,"2014-03-28 05:00:00.000000"
56073,71820,2,"2014-05-01 04:00:00.000000"
56111,45360,2,"2012-01-03 05:00:00.000000"
56124,73899,2,"2014-05-27 05:00:00.000000"
56146,73101,2,"2014-05-17 05:00:00.000000"
56167,64229,2,"2014-01-14 05:00:00.000000"
56170,51171,2,"2013-05-30 04:00:00.000000"
56185,69510,2,"2014-03-31 04:00:00.000000"
56193,48762,2,"2012-11-30 04:00:00.000000"
56195,53634,2,"2013-07-31 05:00:00.000000"
56214,63166,2,"2013-12-31 04:00:00.000000"
56251,66990,2,"2014-02-24 05:00:00.000000"
56265,68439,2,"2014-03-17 05:00:00.000000"
56290,54369,2,"2013-08-13 05:00:00.000000"
56331,43681,2,"2011-05-31 04:00:00.000000"
56351,53802,2,"2013-08-03 05:00:00.000000"
56359,63189,2,"2013-12-31 04:00:00.000000"
56383,55083,2,"2013-08-26 05:00:00.000000"
56393,69048,2,"2014-03-26 05:00:00.000000"
56401,51156,2,"2013-05-30 04:00:00.000000"
56416,58947,2,"2013-10-30 04:00:00.000000"
56422,67893,2,"2014-03-08 05:00:00.000000"
56448,56364,2,"2013-09-17 05:00:00.000000"
56457,57162,2,"2013-09-30 04:00:00.000000"
56459,74046,2,"2014-05-29 05:00:00.000000"
56484,52311,2,"2013-07-08 05:00:00.000000"
56497,59493,2,"2013-11-05 05:00:00.000000"
56546,69615,2,"2014-03-31 05:00:00.000000"
56555,67767,2,"2014-03-07 05:00:00.000000"
56619,73941,2,"2014-05-28 05:00:00.000000"
56623,54978,2,"2013-08-25 05:00:00.000000"
56640,55146,2,"2013-08-28 05:00:00.000000"
56674,75033,2,"2014-06-28 05:00:00.000000"
56677,54915,2,"2013-08-23 05:00:00.000000"
56680,43785,2,"2011-06-21 05:00:00.000000"
56695,74319,2,"2014-06-05 05:00:00.000000"
56700,58254,2,"2013-10-19 05:00:00.000000"
56713,48510,2,"2012-11-09 05:00:00.000000"
56772,55356,2,"2013-08-30 05:00:00.000000"
56777,53760,2,"2013-08-02 05:00:00.000000"
56782,50463,2,"2013-04-11 05:00:00.000000"
56788,51177,2,"2013-05-30 05:00:00.000000"
56817,68334,2,"2014-03-15 05:00:00.000000"
56820,47397,2,"2012-07-31 04:00:00.000000"
56826,51135,2,"2013-05-30 04:00:00.000000"
56853,66213,2,"2014-02-12 05:00:00.000000"
56884,66759,2,"2014-02-20 05:00:00.000000"
56954,55692,2,"2013-09-05 05:00:00.000000"
56962,54243,2,"2013-08-11 05:00:00.000000"
56973,72198,2,"2014-05-05 05:00:00.000000"
56988,49308,2,"2013-01-13 05:00:00.000000"
56998,57267,2,"2013-10-01 05:00:00.000000"
57041,62821,2,"2013-12-26 05:00:00.000000"
57063,70287,2,"2014-04-09 05:00:00.000000"
57132,53907,2,"2013-08-05 05:00:00.000000"
57146,60060,2,"2013-11-13 05:00:00.000000"
57155,68040,2,"2014-03-11 05:00:00.000000"
57168,74382,2,"2014-06-07 05:00:00.000000"
57169,60165,2,"2013-11-14 05:00:00.000000"
57186,66045,2,"2014-02-09 05:00:00.000000"
57200,52689,2,"2013-07-16 05:00:00.000000"
57219,56028,2,"2013-09-11 05:00:00.000000"
57240,44100,2,"2011-08-01 04:00:00.000000"
57255,51324,2,"2013-06-08 05:00:00.000000"
57265,48363,2,"2012-10-30 04:00:00.000000"
57276,68502,2,"2014-03-18 05:00:00.000000"
57281,58863,2,"2013-10-29 05:00:00.000000"
57295,61278,2,"2013-11-30 05:00:00.000000"
57300,44415,2,"2011-09-17 05:00:00.000000"
57301,72996,2,"2014-05-15 05:00:00.000000"
57313,71421,2,"2014-04-25 05:00:00.000000"
57341,70531,2,"2014-04-13 05:00:00.000000"
57346,51723,2,"2013-06-30 04:00:00.000000"
57355,72702,2,"2014-05-11 05:00:00.000000"
57373,64638,2,"2014-01-20 05:00:00.000000"
57409,67095,2,"2014-02-26 05:00:00.000000"
57427,65079,2,"2014-01-27 05:00:00.000000"
57446,60333,2,"2013-11-17 05:00:00.000000"
57484,70581,2,"2014-04-13 05:00:00.000000"
57512,60606,2,"2013-11-21 05:00:00.000000"
57551,55272,2,"2013-08-30 04:00:00.000000"
57553,44604,2,"2011-10-07 05:00:00.000000"
57554,71799,2,"2014-05-01 04:00:00.000000"
57595,69909,2,"2014-04-04 05:00:00.000000"
57598,51975,2,"2013-07-02 05:00:00.000000"
57655,61215,2,"2013-11-30 04:00:00.000000"
57661,65415,2,"2014-01-30 05:00:00.000000"
57674,65373,2,"2014-01-29 05:00:00.000000"
57705,44709,2,"2011-10-24 05:00:00.000000"
57709,71358,2,"2014-04-25 05:00:00.000000"
57720,67557,2,"2014-03-03 05:00:00.000000"
57728,68733,2,"2014-03-21 05:00:00.000000"
57757,52647,2,"2013-07-15 05:00:00.000000"
57775,56070,2,"2013-09-12 05:00:00.000000"
57776,60291,2,"2013-11-16 05:00:00.000000"
57810,53970,2,"2013-08-06 05:00:00.000000"
57811,50400,2,"2013-04-05 05:00:00.000000"
57869,44373,2,"2011-09-10 05:00:00.000000"
57917,46053,2,"2012-03-30 04:00:00.000000"
57934,63336,2,"2013-12-31 05:00:00.000000"
57947,65646,2,"2014-02-03 05:00:00.000000"
57974,44667,2,"2011-10-16 05:00:00.000000"
57989,54306,2,"2013-08-12 05:00:00.000000"
58008,60459,2,"2013-11-19 05:00:00.000000"
58017,49644,2,"2013-02-07 05:00:00.000000"
58061,59094,2,"2013-10-30 05:00:00.000000"
58071,73227,2,"2014-05-18 05:00:00.000000"
58102,62181,2,"2013-12-15 05:00:00.000000"
58104,54705,2,"2013-08-19 05:00:00.000000"
58122,51639,2,"2013-06-27 05:00:00.000000"
58165,49413,2,"2013-01-24 05:00:00.000000"
58223,50757,2,"2013-04-30 04:00:00.000000"
58230,49665,2,"2013-02-09 05:00:00.000000"
58249,49350,2,"2013-01-17 05:00:00.000000"
58272,67221,2,"2014-02-28 05:00:00.000000"
58298,48657,2,"2012-11-22 05:00:00.000000"
58349,65814,2,"2014-02-06 05:00:00.000000"
58352,63504,2,"2014-01-03 05:00:00.000000"
58390,55188,2,"2013-08-29 05:00:00.000000"
58401,67662,2,"2014-03-05 05:00:00.000000"
58414,53697,2,"2013-08-01 05:00:00.000000"
58417,50001,2,"2013-03-10 05:00:00.000000"
58424,47145,2,"2012-07-08 05:00:00.000000"
58500,74592,2,"2014-06-14 05:00:00.000000"
58514,45549,2,"2012-01-29 04:00:00.000000"
58530,67053,2,"2014-02-25 05:00:00.000000"
58587,48006,2,"2012-09-30 04:00:00.000000"
58588,63861,2,"2014-01-08 05:00:00.000000"
58609,59997,2,"2013-11-12 05:00:00.000000"
58649,47712,2,"2012-08-30 04:00:00.000000"
58657,62286,2,"2013-12-17 05:00:00.000000"
58676,46200,2,"2012-04-11 05:00:00.000000"
58701,70896,2,"2014-04-18 05:00:00.000000"
58705,72555,2,"2014-05-09 05:00:00.000000"
58748,66360,2,"2014-02-14 05:00:00.000000"
58755,64134,2,"2014-01-13 05:00:00.000000"
58816,43827,2,"2011-06-27 05:00:00.000000"
58821,66192,2,"2014-02-11 05:00:00.000000"
58822,43662,2,"2011-05-31 04:00:00.000000"
58825,52416,2,"2013-07-11 05:00:00.000000"
58845,68544,2,"2014-03-19 05:00:00.000000"
58865,72366,2,"2014-05-07 05:00:00.000000"
58876,52815,2,"2013-07-18 05:00:00.000000"
58880,74235,2,"2014-06-02 05:00:00.000000"
58945,70035,2,"2014-04-06 05:00:00.000000"
58981,48531,2,"2012-11-10 05:00:00.000000"
58997,60312,2,"2013-11-16 05:00:00.000000"
58999,57225,2,"2013-09-30 05:00:00.000000"
59003,72744,2,"2014-05-12 05:00:00.000000"
59033,43722,2,"2011-06-06 05:00:00.000000"
59101,71715,2,"2014-04-30 05:00:00.000000"
59104,46473,2,"2012-05-11 05:00:00.000000"
59192,69039,2,"2014-03-26 05:00:00.000000"
59212,72450,2,"2014-05-08 05:00:00.000000"
59232,55839,2,"2013-09-07 05:00:00.000000"
59238,53214,2,"2013-07-26 05:00:00.000000"
59255,59745,2,"2013-11-08 05:00:00.000000"
59279,69552,2,"2014-03-31 04:00:00.000000"
59305,51618,2,"2013-06-25 05:00:00.000000"
59357,61320,2,"2013-12-01 05:00:00.000000"
59372,61761,2,"2013-12-08 05:00:00.000000"
59413,49014,2,"2012-12-27 05:00:00.000000"
59420,55671,2,"2013-09-04 05:00:00.000000"
59421,50736,2,"2013-04-30 04:00:00.000000"
59460,49770,2,"2013-02-22 05:00:00.000000"
59495,56385,2,"2013-09-18 05:00:00.000000"
59570,61593,2,"2013-12-05 05:00:00.000000"
59591,73416,2,"2014-05-21 05:00:00.000000"
59601,45612,2,"2012-02-02 05:00:00.000000"
59672,57561,2,"2013-10-06 05:00:00.000000"
59674,75012,2,"2014-06-27 05:00:00.000000"
59709,71442,2,"2014-04-26 05:00:00.000000"
59723,50988,2,"2013-05-20 05:00:00.000000"
59730,65247,2,"2014-01-29 04:00:00.000000"
59750,49980,2,"2013-03-08 05:00:00.000000"
59795,58296,2,"2013-10-20 05:00:00.000000"
59802,73794,2,"2014-05-26 05:00:00.000000"
59823,74781,2,"2014-06-19 05:00:00.000000"
59826,52500,2,"2013-07-12 05:00:00.000000"
59846,66507,2,"2014-02-17 05:00:00.000000"
59858,45780,2,"2012-02-29 04:00:00.000000"
59861,48132,2,"2012-10-07 05:00:00.000000"
59869,59472,2,"2013-11-04 05:00:00.000000"
59884,74361,2,"2014-06-06 05:00:00.000000"
59898,44772,2,"2011-10-31 04:00:00.000000"
59958,62202,2,"2013-12-15 05:00:00.000000"
59985,74886,2,"2014-06-23 05:00:00.000000"
59988,58905,2,"2013-10-30 04:00:00.000000"
59994,56721,2,"2013-09-24 05:00:00.000000"
59997,49812,2,"2013-02-27 05:00:00.000000"
60008,70875,2,"2014-04-18 05:00:00.000000"
60010,54789,2,"2013-08-21 05:00:00.000000"
60016,67914,2,"2014-03-09 05:00:00.000000"
60044,44583,2,"2011-10-03 05:00:00.000000"
60058,45150,2,"2011-12-14 05:00:00.000000"
60078,49224,2,"2013-01-04 05:00:00.000000"
60079,65394,2,"2014-01-29 05:00:00.000000"
60147,74907,2,"2014-06-23 05:00:00.000000"
60161,43995,2,"2011-07-18 05:00:00.000000"
60174,68460,2,"2014-03-17 05:00:00.000000"
60183,60753,2,"2013-11-23 05:00:00.000000"
60205,59913,2,"2013-11-11 05:00:00.000000"
60211,59577,2,"2013-11-05 05:00:00.000000"
60224,66633,2,"2014-02-18 05:00:00.000000"
60229,50337,2,"2013-03-31 05:00:00.000000"
60230,67473,2,"2014-03-02 05:00:00.000000"
60238,68187,2,"2014-03-13 05:00:00.000000"
60288,54138,2,"2013-08-09 05:00:00.000000"
60294,59934,2,"2013-11-11 05:00:00.000000"
60366,54873,2,"2013-08-22 05:00:00.000000"
60379,63798,2,"2014-01-07 05:00:00.000000"
60423,48321,2,"2012-10-30 04:00:00.000000"
60424,56574,2,"2013-09-21 05:00:00.000000"
60441,71253,2,"2014-04-23 05:00:00.000000"
60471,57414,2,"2013-10-03 05:00:00.000000"
60478,47775,2,"2012-09-05 05:00:00.000000"
60485,53571,2,"2013-07-31 04:00:00.000000"
60491,51387,2,"2013-06-11 05:00:00.000000"
60496,62013,2,"2013-12-12 05:00:00.000000"
60506,53865,2,"2013-08-04 05:00:00.000000"
60519,63000,2,"2013-12-28 05:00:00.000000"
60539,74823,2,"2014-06-21 05:00:00.000000"
60574,64512,2,"2014-01-18 05:00:00.000000"
60576,54810,2,"2013-08-21 05:00:00.000000"
60621,58113,2,"2013-10-16 05:00:00.000000"
60622,70350,2,"2014-04-10 05:00:00.000000"
60635,47691,2,"2012-08-30 04:00:00.000000"
60651,57066,2,"2013-09-30 04:00:00.000000"
60688,72933,2,"2014-05-14 05:00:00.000000"
60727,52479,2,"2013-07-12 05:00:00.000000"
60742,49602,2,"2013-02-02 05:00:00.000000"
60765,70245,2,"2014-04-08 05:00:00.000000"
60769,57582,2,"2013-10-06 05:00:00.000000"
60771,58821,2,"2013-10-28 05:00:00.000000"
60791,71085,2,"2014-04-20 05:00:00.000000"
60811,71190,2,"2014-04-22 05:00:00.000000"
60844,54033,2,"2013-08-07 05:00:00.000000"
60876,49623,2,"2013-02-04 05:00:00.000000"
60879,64302,2,"2014-01-16 05:00:00.000000"
60889,65709,2,"2014-02-04 05:00:00.000000"
60896,43743,2,"2011-06-11 05:00:00.000000"
60918,62349,2,"2013-12-18 05:00:00.000000"
60927,51954,2,"2013-07-01 05:00:00.000000"
60986,65142,2,"2014-01-28 05:00:00.000000"
61062,45486,2,"2012-01-24 05:00:00.000000"
61079,54642,2,"2013-08-18 05:00:00.000000"
61087,46242,2,"2012-04-16 05:00:00.000000"
61089,45024,2,"2011-11-29 05:00:00.000000"
61115,56238,2,"2013-09-15 05:00:00.000000"
61117,73542,2,"2014-05-22 05:00:00.000000"
61128,70056,2,"2014-04-06 05:00:00.000000"
61166,60942,2,"2013-11-26 05:00:00.000000"
61204,62118,2,"2013-12-14 05:00:00.000000"
61206,61782,2,"2013-12-08 05:00:00.000000"
61219,49707,2,"2013-02-14 05:00:00.000000"
61228,45507,2,"2012-01-26 05:00:00.000000"
61264,64197,2,"2014-01-14 05:00:00.000000"
61346,63966,2,"2014-01-10 05:00:00.000000"
61355,72261,2,"2014-05-05 05:00:00.000000"
61361,45066,2,"2011-12-01 04:00:00.000000"
61394,70728,2,"2014-04-15 05:00:00.000000"
61431,59451,2,"2013-11-04 05:00:00.000000"
61467,67725,2,"2014-03-06 05:00:00.000000"
61474,47229,2,"2012-07-18 05:00:00.000000"
61489,46914,2,"2012-06-28 05:00:00.000000"
61494,61110,2,"2013-11-29 05:00:00.000000"
61499,51534,2,"2013-06-21 05:00:00.000000"
61508,65541,2,"2014-02-01 05:00:00.000000"
61522,58926,2,"2013-10-30 04:00:00.000000"
61550,56406,2,"2013-09-18 05:00:00.000000"
61611,49728,2,"2013-02-16 05:00:00.000000"
61625,66066,2,"2014-02-09 05:00:00.000000"
61630,54768,2,"2013-08-20 05:00:00.000000"
61639,75054,2,"2014-06-28 05:00:00.000000"
61643,43659,2,"2011-05-31 04:00:00.000000"
61662,44037,2,"2011-07-24 05:00:00.000000"
61669,51891,2,"2013-06-30 05:00:00.000000"
61677,51996,2,"2013-07-02 05:00:00.000000"
61694,69309,2,"2014-03-30 04:00:00.000000"
61706,67179,2,"2014-02-27 05:00:00.000000"
61722,43680,2,"2011-05-31 04:00:00.000000"
61728,56847,2,"2013-09-26 05:00:00.000000"
61735,70476,2,"2014-04-12 05:00:00.000000"
61736,69531,2,"2014-03-31 04:00:00.000000"
61750,66129,2,"2014-02-10 05:00:00.000000"
61765,61265,2,"2013-11-30 04:00:00.000000"
61790,47019,2,"2012-06-30 04:00:00.000000"
61795,72009,2,"2014-05-02 05:00:00.000000"
61805,60522,2,"2013-11-20 05:00:00.000000"
61822,67620,2,"2014-03-04 05:00:00.000000"
61834,43668,2,"2011-05-31 04:00:00.000000"
61859,48678,2,"2012-11-24 05:00:00.000000"
61888,61047,2,"2013-11-28 05:00:00.000000"
61900,72303,2,"2014-05-06 05:00:00.000000"
61916,72681,2,"2014-05-11 05:00:00.000000"
61932,62874,2,"2013-12-26 05:00:00.000000"
61942,68145,2,"2014-03-12 05:00:00.000000"
61969,56952,2,"2013-09-28 05:00:00.000000"
61975,57624,2,"2013-10-07 05:00:00.000000"
