"SalesOrderID","OrderDate","DueDate","ShipDate","OnlineOrderFlag","CustomerID","SalesPersonEmployeeID","TerritoryID","BillToAddressID","ShipToAddressID","ShipMethodID","CurrencyRateID","SubTotal","TaxAmt","Freight","TotalDue"
51282,"2013-06-05 10:35:00","2013-06-17","2013-06-19","1",11008,0,9,23743,23743,1,8466,2312.26,184.9808,57.8065,2555.0473
51303,"2013-06-07 00:00:00","2013-06-19","2013-06-14","1",13774,0,8,15569,15569,1,0,814.47,65.1576,20.3618,899.9894
51324,"2013-06-08 00:00:00","2013-06-20","2013-06-15","1",11155,0,4,26297,26297,1,0,2319.99,185.5992,57.9998,2563.589
51345,"2013-06-09 00:00:00","2013-06-21","2013-06-23","1",11267,0,4,15714,15714,1,0,2364.96,189.1968,59.124,2613.2808
51366,"2013-06-10 00:00:00","2013-06-22","2013-06-17","1",14007,0,9,18917,18917,1,8521,1700.99,136.0792,42.5248,1879.594
51387,"2013-06-11 00:00:00","2013-06-23","2013-06-18","1",11942,0,9,29325,29325,1,8532,614.96,49.1968,15.374,679.5308
51408,"2013-06-13 00:00:00","2013-06-25","2013-06-27","1",11247,0,10,14898,14898,1,8559,2340.23,187.2184,58.5058,2585.9542
51429,"2013-06-14 00:00:00","2013-06-26","2013-06-21","1",11316,0,6,26653,26653,1,8567,2349.98,187.9984,58.7495,2596.7279
51450,"2013-06-15 00:00:00","2013-06-27","2013-06-22","1",11452,0,9,27815,27815,1,8576,2414.99,193.1992,60.3748,2668.564
51471,"2013-06-17 00:00:00","2013-06-29","2013-07-01","1",18899,0,9,14709,14709,1,8598,539.99,43.1992,13.4998,596.689
51492,"2013-06-18 00:00:00","2013-06-30","2013-06-25","1",11018,0,9,16433,16433,1,8609,2341.97,187.3576,58.5493,2587.8769
51513,"2013-06-20 08:40:00","2013-07-02","2013-06-27","1",16570,0,7,29038,29038,1,0,1775.97,142.0776,44.3993,1962.4469
51534,"2013-06-21 00:00:00","2013-07-03","2013-07-05","1",11158,0,4,26117,26117,1,0,2395.96,191.6768,59.899,2647.5358
51555,"2013-06-22 00:00:00","2013-07-04","2013-06-29","1",11037,0,6,20079,20079,1,8655,2374.23,189.9384,59.3558,2623.5242
51576,"2013-06-23 00:00:00","2013-07-05","2013-06-30","1",11481,0,8,11512,11512,1,0,2374.98,189.9984,59.3745,2624.3529
51597,"2013-06-24 00:00:00","2013-07-06","2013-07-08","1",11453,0,9,13061,13061,1,8675,2382.93,190.6344,59.5733,2633.1377
51603,"2013-06-24 00:00:00","2013-07-06","2013-07-01","1",29401,0,10,27455,27455,1,8680,1223.84,97.9072,30.596,1352.3432
51618,"2013-06-25 00:00:00","2013-07-07","2013-07-02","1",28757,0,7,29249,29249,1,0,539.99,43.1992,13.4998,596.689
51639,"2013-06-27 00:00:00","2013-07-09","2013-07-04","1",15630,0,10,25673,25673,1,8713,806.76,64.5408,20.169,891.4698
51660,"2013-06-28 00:00:00","2013-07-10","2013-07-12","1",12461,0,8,12281,12281,1,0,2369.96,189.5968,59.249,2618.8058
51681,"2013-06-29 00:00:00","2013-07-11","2013-07-06","1",12272,0,10,15660,15660,1,8735,751.34,60.1072,18.7835,830.2307
51695,"2013-06-30 00:00:00","2013-07-12","2013-07-07","0",29723,288,8,753,753,5,8745,249.5428,19.9634,6.2386,275.7448
51702,"2013-06-30 00:00:00","2013-07-12","2013-07-07","0",29567,289,6,448,448,5,8743,1506.564,143.4122,44.8163,1694.7925
51723,"2013-06-30 00:00:00","2013-07-12","2013-07-14","0",29571,284,1,864,864,5,0,3492.012,332.6659,103.9581,3928.636
51744,"2013-06-30 07:13:00","2013-07-12","2013-07-07","0",29657,286,9,427,427,5,8741,316.86,31.2635,9.7699,357.8934
51750,"2013-06-30 00:00:00","2013-07-12","2013-07-07","0",29586,288,8,718,718,5,8745,8398.5368,675.5173,211.0992,9285.1533
51765,"2013-06-30 00:00:00","2013-07-12","2013-07-07","0",29835,283,1,903,903,5,0,2753.988,264.3828,82.6196,3100.9904
51786,"2013-06-30 00:00:00","2013-07-12","2013-07-14","0",29666,274,6,468,468,5,8743,15842.6141,1636.8361,511.5113,17990.9615
51807,"2013-06-30 00:00:00","2013-07-12","2013-07-07","0",29569,275,3,562,562,5,0,3669.516,362.0589,113.1434,4144.7183
51828,"2013-06-30 00:00:00","2013-07-12","2013-07-07","0",29924,276,3,1002,1002,5,0,66047.3337,6328.6242,1977.6951,74353.653
51849,"2013-06-30 00:00:00","2013-07-12","2013-07-14","0",29784,276,4,1078,1078,5,0,10805.37,1053.7968,329.3115,12188.4783
51870,"2013-06-30 00:00:00","2013-07-12","2013-07-07","0",29857,282,10,666,666,5,8746,404.664,39.9268,12.4771,457.0679
51891,"2013-06-30 00:00:00","2013-07-12","2013-07-07","1",24940,0,4,12890,12890,1,0,34.89,2.7912,0.8723,38.5535
51912,"2013-06-30 00:00:00","2013-07-12","2013-07-14","1",13015,0,1,18848,18848,1,0,35.0,2.8,0.875,38.675
51933,"2013-07-01 00:00:00","2013-07-13","2013-07-08","1",11276,0,6,24521,24521,1,8754,31.27,2.5016,0.7818,34.5534
51954,"2013-07-01 00:00:00","2013-07-13","2013-07-08","1",20958,0,8,19829,19829,1,0,68.49,5.4792,1.7123,75.6815
51975,"2013-07-02 12:48:00","2013-07-14","2013-07-16","1",11763,0,9,20842,20842,1,8763,24.49,1.9592,0.6123,27.0615
51996,"2013-07-02 00:00:00","2013-07-14","2013-07-09","1",14245,0,1,16500,16500,1,0,56.97,4.5576,1.4243,62.9519
52017,"2013-07-02 00:00:00","2013-07-14","2013-07-09","1",12131,0,7,24044,24044,1,0,2420.34,193.6272,60.5085,2674.4757
52038,"2013-07-03 00:00:00","2013-07-15","2013-07-17","1",23466,0,1,20595,20595,1,0,29.99,2.3992,0.7498,33.139
52059,"2013-07-03 00:00:00","2013-07-15","2013-07-10","1",25749,0,7,16826,16826,1,0,742.35,59.388,18.5588,820.2968
52080,"2013-07-04 00:00:00","2013-07-16","2013-07-11","1",23690,0,4,23659,23659,1,0,38.98,3.1184,0.9745,43.0729
52101,"2013-07-04 00:00:00","2013-07-16","2013-07-18","1",16964,0,6,22347,22347,1,8787,21.98,1.7584,0.5495,24.2879
52122,"2013-07-05 00:00:00","2013-07-17","2013-07-12","1",11700,0,4,23827,23827,1,0,62.98,5.0384,1.5745,69.5929
52143,"2013-07-05 00:00:00","2013-07-17","2013-07-12","1",13663,0,8,13399,13399,1,0,15.23,1.2184,0.3808,16.8292
52164,"2013-07-06 00:00:00","2013-07-18","2013-07-20","1",11119,0,9,23665,23665,1,8807,35.23,2.8184,0.8808,38.9292
52185,"2013-07-06 00:00:00","2013-07-18","2013-07-13","1",24746,0,6,22970,22970,1,8809,13.98,1.1184,0.3495,15.4479
52206,"2013-07-06 11:52:00","2013-07-18","2013-07-13","1",17514,0,9,12369,12369,1,8807,563.96,45.1168,14.099,623.1758
52227,"2013-07-07 00:00:00","2013-07-19","2013-07-21","1",26598,0,1,13926,13926,1,0,33.98,2.7184,0.8495,37.5479
52248,"2013-07-07 00:00:00","2013-07-19","2013-07-14","1",14704,0,7,25649,25649,1,0,95.94,7.6752,2.3985,106.0137
52269,"2013-07-07 00:00:00","2013-07-19","2013-07-14","1",28719,0,9,15897,15897,1,8818,2384.07,190.7256,59.6018,2634.3974
52290,"2013-07-08 00:00:00","2013-07-20","2013-07-22","1",22848,0,9,29530,29530,1,8829,39.99,3.1992,0.9998,44.189
52311,"2013-07-08 00:00:00","2013-07-20","2013-07-15","1",21868,0,8,14853,14853,1,0,4.99,0.3992,0.1248,5.514
52332,"2013-07-09 00:00:00","2013-07-21","2013-07-16","1",19087,0,9,11508,11508,1,8840,10.24,0.8192,0.256,11.3152
52353,"2013-07-09 00:00:00","2013-07-21","2013-07-23","1",16539,0,8,20401,20401,1,0,83.97,6.7176,2.0993,92.7869
52374,"2013-07-10 00:00:00","2013-07-22","2013-07-17","1",11631,0,6,22252,22252,1,8853,8.99,0.7192,0.2248,9.934
52395,"2013-07-10 00:00:00","2013-07-22","2013-07-17","1",12374,0,7,19089,19089,1,0,34.99,2.7992,0.8748,38.664
52416,"2013-07-11 00:00:00","2013-07-23","2013-07-25","1",20839,0,10,19707,19707,1,8867,1728.27,138.2616,43.2068,1909.7384
52437,"2013-07-11 19:01:00","2013-07-23","2013-07-18","1",21111,0,10,26072,26072,1,8867,37.27,2.9816,0.9318,41.1834
52458,"2013-07-11 00:00:00","2013-07-23","2013-07-18","1",11457,0,9,16100,16100,1,8862,2359.96,188.7968,58.999,2607.7558
52479,"2013-07-12 00:00:00","2013-07-24","2013-07-26","1",22620,0,8,16381,16381,1,0,573.98,45.9184,14.3495,634.2479
52500,"2013-07-12 00:00:00","2013-07-24","2013-07-19","1",15469,0,4,12867,12867,1,0,39.98,3.1984,0.9995,44.1779
52521,"2013-07-12 00:00:00","2013-07-24","2013-07-19","1",19405,0,1,21102,21102,1,0,1170.48,93.6384,29.262,1293.3804
52542,"2013-07-13 00:00:00","2013-07-25","2013-07-27","1",28101,0,6,24080,24080,1,8886,78.98,6.3184,1.9745,87.2729
52563,"2013-07-13 00:00:00","2013-07-25","2013-07-20","1",18986,0,6,25021,25021,1,8886,56.97,4.5576,1.4243,62.9519
52584,"2013-07-14 00:00:00","2013-07-26","2013-07-21","1",25820,0,9,24709,24709,1,8895,48.97,3.9176,1.2243,54.1119
52605,"2013-07-14 00:00:00","2013-07-26","2013-07-28","1",11581,0,7,16324,16324,1,0,38.98,3.1184,0.9745,43.0729
52626,"2013-07-15 00:00:00","2013-07-27","2013-07-22","1",11019,0,6,14167,14167,1,8908,37.97,3.0376,0.9493,41.9569
52647,"2013-07-15 00:00:00","2013-07-27","2013-07-22","1",20940,0,7,24412,24412,1,0,38.98,3.1184,0.9745,43.0729
52668,"2013-07-15 05:18:00","2013-07-27","2013-07-29","1",27821,0,10,14214,14214,1,8911,2428.05,194.244,60.7013,2682.9953
52689,"2013-07-16 00:00:00","2013-07-28","2013-07-23","1",24292,0,4,16946,16946,1,0,38.88,3.1104,0.972,42.9624
52710,"2013-07-16 00:00:00","2013-07-28","2013-07-23","1",12040,0,4,23439,23439,1,0,42.28,3.3824,1.057,46.7194
52731,"2013-07-17 00:00:00","2013-07-29","2013-07-31","1",11378,0,7,11562,11562,1,0,2364.97,189.1976,59.1243,2613.2919
52752,"2013-07-17 00:00:00","2013-07-29","2013-07-24","1",19521,0,7,16104,16104,1,0,53.98,4.3184,1.3495,59.6479
52773,"2013-07-17 00:00:00","2013-07-29","2013-07-24","1",29391,0,8,18676,18676,1,0,574.98,45.9984,14.3745,635.3529
52794,"2013-07-18 00:00:00","2013-07-30","2013-08-01","1",23801,0,1,12609,12609,1,0,82.59,6.6072,2.0648,91.262
52815,"2013-07-18 00:00:00","2013-07-30","2013-07-25","1",21070,0,7,25464,25464,1,0,30.48,2.4384,0.762,33.6804
52836,"2013-07-18 00:00:00","2013-07-30","2013-07-25","1",19535,0,4,25611,25611,1,0,1170.48,93.6384,29.262,1293.3804
52857,"2013-07-19 00:00:00","2013-07-31","2013-08-02","1",23140,0,1,27732,27732,1,0,38.98,3.1184,0.9745,43.0729
52878,"2013-07-19 00:00:00","2013-07-31","2013-07-26","1",24521,0,1,15889,15889,1,0,2419.06,193.5248,60.4765,2673.0613
52899,"2013-07-20 09:13:00","2013-08-01","2013-07-27","1",23252,0,4,16132,16132,1,0,14.98,1.1984,0.3745,16.5529
52920,"2013-07-20 00:00:00","2013-08-01","2013-08-03","1",20210,0,1,12142,12142,1,0,2478.34,198.2672,61.9585,2738.5657
52941,"2013-07-21 00:00:00","2013-08-02","2013-07-28","1",18449,0,6,28218,28218,1,8974,30.97,2.4776,0.7743,34.2219
52962,"2013-07-21 00:00:00","2013-08-02","2013-07-28","1",22287,0,4,28270,28270,1,0,539.99,43.1992,13.4998,596.689
52983,"2013-07-22 00:00:00","2013-08-03","2013-08-05","1",21787,0,4,19991,19991,1,0,17.27,1.3816,0.4318,19.0834
53004,"2013-07-23 00:00:00","2013-08-04","2013-07-30","1",16482,0,9,19434,19434,1,8994,1205.47,96.4376,30.1368,1332.0444
53025,"2013-07-23 00:00:00","2013-08-04","2013-07-30","1",24776,0,4,21599,21599,1,0,91.58,7.3264,2.2895,101.1959
53046,"2013-07-23 00:00:00","2013-08-04","2013-08-06","1",12979,0,1,17693,17693,1,0,180.98,14.4784,4.5245,199.9829
53067,"2013-07-23 00:00:00","2013-08-04","2013-07-30","1",22639,0,10,23173,23173,1,8999,1155.48,92.4384,28.887,1276.8054
53088,"2013-07-24 00:00:00","2013-08-05","2013-07-31","1",11226,0,1,11893,11893,1,0,2.29,0.1832,0.0573,2.5305
53109,"2013-07-24 00:00:00","2013-08-05","2013-08-07","1",12509,0,7,24771,24771,1,0,12.98,1.0384,0.3245,14.3429
53130,"2013-07-24 01:40:00","2013-08-05","2013-07-31","1",19450,0,8,29605,29605,1,0,1188.46,95.0768,29.7115,1313.2483
53133,"2013-07-25 00:00:00","2013-08-06","2013-08-01","1",11997,0,9,28786,28786,1,9016,1249.84,99.9872,31.246,1381.0732
53151,"2013-07-25 00:00:00","2013-08-06","2013-08-01","1",28141,0,6,28047,28047,1,9018,94.48,7.5584,2.362,104.4004
53172,"2013-07-25 00:00:00","2013-08-06","2013-08-08","1",17648,0,7,18426,18426,1,0,777.34,62.1872,19.4335,858.9607
53193,"2013-07-26 00:00:00","2013-08-07","2013-08-02","1",11757,0,9,27063,27063,1,9027,24.49,1.9592,0.6123,27.0615
53214,"2013-07-26 00:00:00","2013-08-07","2013-08-02","1",16377,0,4,19356,19356,1,0,13.98,1.1184,0.3495,15.4479
53235,"2013-07-26 00:00:00","2013-08-07","2013-08-09","1",11303,0,1,29499,29499,1,0,2297.28,183.7824,57.432,2538.4944
53256,"2013-07-27 00:00:00","2013-08-08","2013-08-03","1",22734,0,4,19340,19340,1,0,73.96,5.9168,1.849,81.7258
53277,"2013-07-27 00:00:00","2013-08-08","2013-08-03","1",15377,0,6,20791,20791,1,9040,74.98,5.9984,1.8745,82.8529
53298,"2013-07-28 00:00:00","2013-08-09","2013-08-11","1",19796,0,9,20391,20391,1,9049,13.98,1.1184,0.3495,15.4479
53319,"2013-07-28 00:00:00","2013-08-09","2013-08-04","1",12864,0,10,17183,17183,1,9054,36.27,2.9016,0.9068,40.0784
53340,"2013-07-28 00:00:00","2013-08-09","2013-08-04","1",19410,0,1,19310,19310,1,0,1120.49,89.6392,28.0123,1238.1415
53361,"2013-07-29 22:22:00","2013-08-10","2013-08-12","1",29347,0,4,24738,24738,1,0,47.97,3.8376,1.1993,53.0069
53382,"2013-07-29 00:00:00","2013-08-10","2013-08-05","1",20591,0,8,25630,25630,1,0,69.97,5.5976,1.7493,77.3169
53403,"2013-07-30 00:00:00","2013-08-11","2013-08-06","1",14061,0,9,26511,26511,1,9071,32.27,2.5816,0.8068,35.6584
53424,"2013-07-30 00:00:00","2013-08-11","2013-08-13","1",22019,0,6,28881,28881,1,9073,7.28,0.5824,0.182,8.0444
53445,"2013-07-30 00:00:00","2013-08-11","2013-08-06","1",24527,0,4,22356,22356,1,0,2419.06,193.5248,60.4765,2673.0613
53466,"2013-07-31 00:00:00","2013-08-12","2013-08-07","0",29508,275,4,619,619,5,0,1182.894,115.8482,36.2026,1334.9448
53487,"2013-07-31 00:00:00","2013-08-12","2013-08-14","0",29775,284,1,836,836,5,0,1466.01,140.737,43.9803,1650.7273
53508,"2013-07-31 00:00:00","2013-08-12","2013-08-07","0",29964,278,6,453,453,5,9084,34771.9097,3728.206,1165.0644,39665.1801
53529,"2013-07-31 00:00:00","2013-08-12","2013-08-07","0",29730,289,6,558,558,5,9084,16.272,1.6055,0.5017,18.3792
53550,"2013-07-31 00:00:00","2013-08-12","2013-08-14","0",29975,276,4,1098,1098,5,0,10687.854,1027.8596,321.2061,12036.9197
53571,"2013-07-31 00:00:00","2013-08-12","2013-08-07","0",29645,284,1,850,850,5,0,49517.6753,5318.5113,1662.0348,56498.2214
53592,"2013-07-31 15:28:00","2013-08-12","2013-08-07","0",29948,275,4,572,572,5,0,4441.4448,499.6173,156.1304,5097.1925
53604,"2013-07-31 00:00:00","2013-08-12","2013-08-07","0",29676,288,8,720,720,5,9086,1825.781,162.8199,50.8812,2039.4821
53609,"2013-07-31 00:00:00","2013-08-12","2013-08-07","0",29812,288,8,715,715,5,9086,3086.3729,255.0987,79.7184,3421.19
53613,"2013-07-31 00:00:00","2013-08-12","2013-08-14","0",30071,284,1,844,844,5,0,43013.4036,4117.3237,1286.6637,48417.391
53634,"2013-07-31 00:00:00","2013-08-12","2013-08-07","1",16964,0,6,22347,22347,1,9084,71.58,5.7264,1.7895,79.0959
53655,"2013-07-31 00:00:00","2013-08-12","2013-08-07","1",20812,0,9,13012,13012,1,9082,548.98,43.9184,13.7245,606.6229
53676,"2013-08-01 00:00:00","2013-08-13","2013-08-15","1",15688,0,7,23561,23561,1,0,1700.99,136.0792,42.5248,1879.594
53697,"2013-08-01 00:00:00","2013-08-13","2013-08-08","1",16320,0,7,28875,28875,1,0,49.48,3.9584,1.237,54.6754
53718,"2013-08-01 00:00:00","2013-08-13","2013-08-08","1",19683,0,1,13712,13712,1,0,1143.46,91.4768,28.5865,1263.5233
53739,"2013-08-02 00:00:00","2013-08-14","2013-08-16","1",14455,0,6,19046,19046,1,9106,23.97,1.9176,0.5993,26.4869
53760,"2013-08-02 00:00:00","2013-08-14","2013-08-09","1",12142,0,1,17729,17729,1,0,2366.94,189.3552,59.1735,2615.4687
53781,"2013-08-03 00:00:00","2013-08-15","2013-08-10","1",19103,0,9,24976,24976,1,9115,41.93,3.3544,1.0483,46.3327
53802,"2013-08-03 00:00:00","2013-08-15","2013-08-17","1",16383,0,4,23253,23253,1,0,58.98,4.7184,1.4745,65.1729
53823,"2013-08-03 13:32:00","2013-08-15","2013-08-10","1",24492,0,4,14002,14002,1,0,791.32,63.3056,19.783,874.4086
53844,"2013-08-04 00:00:00","2013-08-16","2013-08-11","1",20494,0,4,23473,23473,1,0,14.98,1.1984,0.3745,16.5529
53865,"2013-08-04 00:00:00","2013-08-16","2013-08-18","1",11768,0,9,21729,21729,1,9126,2319.99,185.5992,57.9998,2563.589
53886,"2013-08-05 00:00:00","2013-08-17","2013-08-12","1",11288,0,4,16378,16378,1,0,2.29,0.1832,0.0573,2.5305
53907,"2013-08-05 00:00:00","2013-08-17","2013-08-12","1",12331,0,7,16224,16224,1,0,49.99,3.9992,1.2498,55.239
53928,"2013-08-06 00:00:00","2013-08-18","2013-08-20","1",14311,0,9,28361,28361,1,9148,74.48,5.9584,1.862,82.3004
53949,"2013-08-06 00:00:00","2013-08-18","2013-08-13","1",14718,0,8,11625,11625,1,0,63.97,5.1176,1.5993,70.6869
53970,"2013-08-06 00:00:00","2013-08-18","2013-08-13","1",18696,0,9,13607,13607,1,9148,2571.3,205.704,64.2825,2841.2865
53991,"2013-08-07 00:00:00","2013-08-19","2013-08-21","1",11681,0,1,21108,21108,1,0,62.98,5.0384,1.5745,69.5929
54012,"2013-08-07 00:00:00","2013-08-19","2013-08-14","1",24181,0,8,22281,22281,1,0,6.28,0.5024,0.157,6.9394
54033,"2013-08-07 00:00:00","2013-08-19","2013-08-14","1",24780,0,1,19941,19941,1,0,2384.07,190.7256,59.6018,2634.3974
54054,"2013-08-08 09:30:00","2013-08-20","2013-08-22","1",23472,0,4,20624,20624,1,0,32.28,2.5824,0.807,35.6694
54075,"2013-08-08 00:00:00","2013-08-20","2013-08-15","1",24544,0,8,25068,25068,1,0,6.28,0.5024,0.157,6.9394
54096,"2013-08-08 00:00:00","2013-08-20","2013-08-15","1",16744,0,9,21462,21462,1,9170,2492.32,199.3856,62.308,2754.0136
54117,"2013-08-09 00:00:00","2013-08-21","2013-08-23","1",11711,0,6,27756,27756,1,9183,38.98,3.1184,0.9745,43.0729
54138,"2013-08-09 00:00:00","2013-08-21","2013-08-16","1",28115,0,9,18838,18838,1,9181,562.96,45.0368,14.074,622.0708
54159,"2013-08-10 00:00:00","2013-08-22","2013-08-17","1",15423,0,1,14227,14227,1,0,4.99,0.3992,0.1248,5.514
54180,"2013-08-10 00:00:00","2013-08-22","2013-08-24","1",19679,0,4,12005,12005,1,0,1155.48,92.4384,28.887,1276.8054
54201,"2013-08-11 00:00:00","2013-08-23","2013-08-18","1",28872,0,9,21154,21154,1,9203,59.98,4.7984,1.4995,66.2779
54222,"2013-08-11 00:00:00","2013-08-23","2013-08-18","1",18754,0,4,19044,19044,1,0,69.99,5.5992,1.7498,77.339
54243,"2013-08-11 00:00:00","2013-08-23","2013-08-25","1",21915,0,4,21927,21927,1,0,570.47,45.6376,14.2618,630.3694
54264,"2013-08-12 00:00:00","2013-08-24","2013-08-19","1",17722,0,8,16763,16763,1,0,1700.99,136.0792,42.5248,1879.594
54285,"2013-08-12 16:54:00","2013-08-24","2013-08-19","1",21702,0,6,16838,16838,1,9216,39.98,3.1984,0.9995,44.1779
54306,"2013-08-12 00:00:00","2013-08-24","2013-08-26","1",11910,0,9,22019,22019,1,9214,2319.99,185.5992,57.9998,2563.589
54327,"2013-08-13 00:00:00","2013-08-25","2013-08-20","1",17099,0,7,29196,29196,1,0,1700.99,136.0792,42.5248,1879.594
54348,"2013-08-13 00:00:00","2013-08-25","2013-08-20","1",20580,0,7,15497,15497,1,0,36.93,2.9544,0.9233,40.8077
54355,"2013-08-13 00:00:00","2013-08-25","2013-08-20","1",11194,0,4,16770,16770,1,0,42.28,3.3824,1.057,46.7194
54369,"2013-08-13 00:00:00","2013-08-25","2013-08-27","1",25203,0,4,15809,15809,1,0,1223.84,97.9072,30.596,1352.3432
54390,"2013-08-14 00:00:00","2013-08-26","2013-08-21","1",26465,0,4,18372,18372,1,0,27.28,2.1824,0.682,30.1444
54411,"2013-08-14 00:00:00","2013-08-26","2013-08-21","1",22670,0,10,27814,27814,1,9241,39.98,3.1984,0.9995,44.1779
54432,"2013-08-15 00:00:00","2013-08-27","2013-08-29","1",13640,0,9,24565,24565,1,9247,32.27,2.5816,0.8068,35.6584
54453,"2013-08-15 00:00:00","2013-08-27","2013-08-22","1",11567,0,8,16615,16615,1,0,53.99,4.3192,1.3498,59.659
54474,"2013-08-15 00:00:00","2013-08-27","2013-08-22","1",19717,0,1,12755,12755,1,0,1137.43,90.9944,28.4358,1256.8602
54495,"2013-08-16 00:00:00","2013-08-28","2013-08-30","1",14749,0,4,15233,15233,1,0,98.96,7.9168,2.474,109.3508
54516,"2013-08-16 15:37:00","2013-08-28","2013-08-23","1",20816,0,9,14624,14624,1,9258,650.45,52.036,16.2613,718.7473
54537,"2013-08-17 00:00:00","2013-08-29","2013-08-24","1",11180,0,4,29670,29670,1,0,38.98,3.1184,0.9745,43.0729
54558,"2013-08-17 00:00:00","2013-08-29","2013-08-31","1",17431,0,1,28729,28729,1,0,4.99,0.3992,0.1248,5.514
54579,"2013-08-17 00:00:00","2013-08-29","2013-08-24","1",18710,0,9,26077,26077,1,9269,2520.31,201.6248,63.0078,2784.9426
54600,"2013-08-18 00:00:00","2013-08-30","2013-08-25","1",14956,0,8,23291,23291,1,0,567.27,45.3816,14.1818,626.8334
54621,"2013-08-18 00:00:00","2013-08-30","2013-09-01","1",18521,0,4,27908,27908,1,0,119.98,9.5984,2.9995,132.5779
54642,"2013-08-18 00:00:00","2013-08-30","2013-08-25","1",19021,0,1,16389,16389,1,0,614.96,49.1968,15.374,679.5308
54663,"2013-08-19 00:00:00","2013-08-31","2013-08-26","1",28590,0,1,14921,14921,1,0,59.48,4.7584,1.487,65.7254
54684,"2013-08-19 00:00:00","2013-08-31","2013-09-02","1",17169,0,4,21306,21306,1,0,4.99,0.3992,0.1248,5.514
54705,"2013-08-19 00:00:00","2013-08-31","2013-08-26","1",11007,0,9,12909,12909,1,9291,2419.06,193.5248,60.4765,2673.0613
54726,"2013-08-20 00:00:00","2013-09-01","2013-08-27","1",27509,0,1,27347,27347,1,0,60.47,4.8376,1.5118,66.8194
54747,"2013-08-20 09:01:00","2013-09-01","2013-09-03","1",28444,0,7,20711,20711,1,0,123.98,9.9184,3.0995,136.9979
54768,"2013-08-20 00:00:00","2013-09-01","2013-08-27","1",25727,0,10,15228,15228,1,9307,539.99,43.1992,13.4998,596.689
54789,"2013-08-21 00:00:00","2013-09-02","2013-08-28","1",23503,0,6,23456,23456,1,9315,7.28,0.5824,0.182,8.0444
54810,"2013-08-21 00:00:00","2013-09-02","2013-09-04","1",11759,0,9,21307,21307,1,9313,2294.99,183.5992,57.3748,2535.964
54831,"2013-08-22 00:00:00","2013-09-03","2013-08-29","1",11091,0,6,13550,13550,1,9326,74.48,5.9584,1.862,82.3004
54852,"2013-08-22 00:00:00","2013-09-03","2013-08-29","1",26981,0,8,15083,15083,1,0,21.49,1.7192,0.5373,23.7465
54873,"2013-08-22 00:00:00","2013-09-03","2013-09-05","1",22656,0,10,22484,22484,1,9329,1169.46,93.5568,29.2365,1292.2533
54894,"2013-08-23 00:00:00","2013-09-04","2013-08-30","1",15794,0,9,17531,17531,1,9335,88.98,7.1184,2.2245,98.3229
54896,"2013-08-23 00:00:00","2013-09-04","2013-08-30","1",19500,0,10,25943,25943,1,9340,2478.34,198.2672,61.9585,2738.5657
54915,"2013-08-23 00:00:00","2013-09-04","2013-08-30","1",27961,0,7,21581,21581,1,0,29.48,2.3584,0.737,32.5754
54936,"2013-08-24 00:00:00","2013-09-05","2013-09-07","1",29286,0,9,22736,22736,1,9346,13.98,1.1184,0.3495,15.4479
54957,"2013-08-24 00:00:00","2013-09-05","2013-08-31","1",19516,0,7,29750,29750,1,0,3.99,0.3192,0.0998,4.409
54978,"2013-08-25 01:49:00","2013-09-06","2013-09-01","1",21223,0,9,12098,12098,1,9357,56.98,4.5584,1.4245,62.9629
54999,"2013-08-25 00:00:00","2013-09-06","2013-09-08","1",24256,0,6,21775,21775,1,9359,39.98,3.1984,0.9995,44.1779
55020,"2013-08-25 00:00:00","2013-09-06","2013-09-01","1",12082,0,4,12719,12719,1,0,2334.97,186.7976,58.3743,2580.1419
55041,"2013-08-26 00:00:00","2013-09-07","2013-09-02","1",13137,0,9,16798,16798,1,9368,3.99,0.3192,0.0998,4.409
55062,"2013-08-26 00:00:00","2013-09-07","2013-09-09","1",18169,0,8,21043,21043,1,0,7.28,0.5824,0.182,8.0444
55083,"2013-08-26 00:00:00","2013-09-07","2013-09-02","1",11964,0,9,20909,20909,1,9368,2329.99,186.3992,58.2498,2574.639
55104,"2013-08-27 00:00:00","2013-09-08","2013-09-03","1",11505,0,6,28954,28954,1,9381,27.28,2.1824,0.682,30.1444
55125,"2013-08-27 00:00:00","2013-09-08","2013-09-10","1",13296,0,4,13345,13345,1,0,21.98,1.7584,0.5495,24.2879
55146,"2013-08-28 00:00:00","2013-09-09","2013-09-04","1",12750,0,7,24286,24286,1,0,2309.97,184.7976,57.7493,2552.5169
55167,"2013-08-28 00:00:00","2013-09-09","2013-09-04","1",18036,0,8,19897,19897,1,0,24.99,1.9992,0.6248,27.614
55188,"2013-08-29 00:00:00","2013-09-10","2013-09-12","1",27924,0,8,27155,27155,1,0,2525.94,202.0752,63.1485,2791.1637
55209,"2013-08-29 06:48:00","2013-09-10","2013-09-05","1",17104,0,8,13146,13146,1,0,4.99,0.3992,0.1248,5.514
55230,"2013-08-29 00:00:00","2013-09-10","2013-09-05","1",21791,0,4,22835,22835,1,0,574.98,45.9984,14.3745,635.3529
55251,"2013-08-30 00:00:00","2013-09-11","2013-09-13","0",29605,281,4,1060,1060,5,0,41830.7841,4028.2339,1258.8231,47117.8411
55272,"2013-08-30 00:00:00","2013-09-11","2013-09-06","0",29745,288,8,746,746,5,9416,1172.1936,93.9244,29.3514,1295.4694
